request_kbps,declared_bps,index,bytes,duration_s,ttfb_ms,body_ms
20000,16150000,1228,2114436,2.004,215.9,6.6
20000,16150000,1229,2336652,2.009333,103.1,3.9
20000,16150000,1230,998844,2.014666,219.3,7.3
20000,16150000,1231,1881316,2.02,212.9,7.9
20000,16150000,1232,3024356,2.004,103.6,4.5
20000,16150000,1233,2944080,2.009333,213.9,6.4
20000,16150000,1234,2979988,2.014666,103.1,3.9
20000,16150000,1235,2357332,2.02,102.4,3.5
20000,16150000,1236,2051080,2.004,103.1,3.2
20000,16150000,1237,1397780,2.009333,101.5,2.2
20000,16150000,1238,2073452,2.014666,111.1,3.6
20000,16150000,1239,2214828,2.02,220.6,4.5
22000,20895000,1200,2290404,2.048,641.4,8.1
22000,20895000,1201,4123968,2.009333,111.4,5.4
22000,20895000,1202,3894420,2.014666,1.0,2.7
22000,20895000,1203,3803428,2.02,220.8,8.2
22000,20895000,1204,3736688,2.004,102.2,3.6
22000,20895000,1205,3885772,2.009333,0.9,3.2
22000,20895000,1206,3409004,2.014666,211.1,7.6
22000,20895000,1207,3961536,2.02,101.3,4.0
22000,20895000,1208,3854188,2.004,104.2,4.3
22000,20895000,1209,3770528,2.009333,107.7,4.1
22000,20895000,1210,3890096,2.014666,105.4,4.6
22000,20895000,1211,3398852,2.02,111.4,4.0
22000,20895000,1212,3063648,2.004,104.6,3.9
22000,20895000,1213,1655716,2.009333,101.3,3.3
22000,20895000,1214,2916820,2.014666,107.9,4.1
22000,20895000,1215,1546112,2.02,111.3,3.3
22000,20895000,1216,2431968,2.004,111.4,3.8
22000,20895000,1217,3377420,2.009333,111.5,4.3
22000,20895000,1218,1833752,2.014666,104.0,3.4
22000,20895000,1219,3744772,2.02,221.7,7.8
22000,20895000,1220,3818844,2.004,111.3,4.5
22000,20895000,1221,3771656,2.009333,111.3,4.2
22000,20895000,1222,2961752,2.014666,111.3,3.8
22000,20895000,1223,4047264,2.02,111.6,2.8
22000,20895000,1224,3892728,2.004,0.8,4.4
22000,20895000,1225,2097892,2.009333,220.6,6.6
22000,20895000,1226,2582556,2.014666,111.6,4.3
22000,20895000,1227,3951572,2.02,102.8,4.1
22000,20895000,1228,2923400,2.004,221.9,7.2
22000,20895000,1229,3378360,2.009333,111.5,3.9
22000,20895000,1230,1443088,2.014666,103.4,3.5
22000,20895000,1231,2598348,2.02,104.6,3.7
22000,20895000,1232,3880132,2.004,213.3,3.6
22000,20895000,1233,3852684,2.009333,111.9,4.5
22000,20895000,1234,3763008,2.014666,103.8,4.2
22000,20895000,1235,3103692,2.02,103.7,4.1
22000,20895000,1236,2806652,2.004,102.4,3.6
22000,20895000,1237,2039612,2.009333,111.6,3.6
22000,20895000,1238,2855720,2.014666,106.0,4.0
22000,20895000,1239,3214800,2.02,111.3,16.8
